10, 0.71396, 0.005
20, 0.34848, 0.005
30, 0.24030, 0.005
40, 0.18474, 0.005
50, 0.14790, 0.005
60, 0.13625, 0.005
70, 0.11688, 0.005
80, 0.09840, 0.005
90, 0.09554, 0.005
100, 0.08368, 0.005
110, 0.07595, 0.005
120, 0.06621, 0.005
130, 0.06215, 0.005
140, 0.06349, 0.005
150, 0.06219, 0.005
160, 0.05269, 0.005
170, 0.05560, 0.005
180, 0.05123, 0.005
190, 0.05282, 0.005
200, 0.04708, 0.005
210, 0.04529, 0.005
220, 0.04791, 0.005
230, 0.04508, 0.005
240, 0.04434, 0.005
250, 0.04224, 0.005
260, 0.03985, 0.005
270, 0.04428, 0.005
280, 0.04162, 0.005
290, 0.04439, 0.005
300, 0.03769, 0.005
310, 0.03854, 0.005
320, 0.03670, 0.005
330, 0.03890, 0.005
340, 0.03798, 0.005
350, 0.03626, 0.005
360, 0.03735, 0.005
370, 0.03479, 0.005
380, 0.03479, 0.005
390, 0.03635, 0.005
400, 0.03540, 0.005
410, 0.03657, 0.005
420, 0.03540, 0.005
430, 0.03289, 0.005
440, 0.03716, 0.005
450, 0.03414, 0.005
460, 0.03597, 0.005
470, 0.03301, 0.005
480, 0.03148, 0.005
490, 0.03597, 0.005
500, 0.03294, 0.005
510, 0.03198, 0.005
520, 0.03051, 0.005
530, 0.03097, 0.005
540, 0.03220, 0.005
550, 0.03398, 0.005
560, 0.03322, 0.005
570, 0.03379, 0.005
580, 0.03470, 0.005
590, 0.03194, 0.005
600, 0.03248, 0.005
610, 0.03241, 0.005
620, 0.03119, 0.005
630, 0.03641, 0.005
640, 0.03302, 0.005
650, 0.02986, 0.005
660, 0.03235, 0.005
670, 0.03079, 0.005
680, 0.02930, 0.005
690, 0.03118, 0.005
700, 0.03195, 0.005
710, 0.03355, 0.005
720, 0.03021, 0.005
730, 0.02954, 0.005
740, 0.02911, 0.005
750, 0.03347, 0.005
760, 0.02496, 0.005
770, 0.03006, 0.005
780, 0.03029, 0.005
790, 0.02719, 0.005
800, 0.02939, 0.005
810, 0.03095, 0.005
820, 0.02679, 0.005
830, 0.02777, 0.005
840, 0.02839, 0.005
850, 0.03218, 0.005
860, 0.02685, 0.005
870, 0.03172, 0.005
880, 0.02684, 0.005
890, 0.02974, 0.005
900, 0.03133, 0.005
910, 0.03316, 0.005
920, 0.02705, 0.005
930, 0.02617, 0.005
940, 0.02964, 0.005
950, 0.02525, 0.005
960, 0.02674, 0.005
970, 0.02797, 0.005
980, 0.03334, 0.005
990, 0.02281, 0.005
1000, 0.02701, 0.005
1010, 0.02919, 0.005
1020, 0.02782, 0.005
1030, 0.02733, 0.005
1040, 0.02718, 0.005
1050, 0.03016, 0.005
1060, 0.02388, 0.005
1070, 0.02901, 0.005
1080, 0.03032, 0.005
1090, 0.02238, 0.005
1100, 0.02649, 0.005
1110, 0.02599, 0.005
1120, 0.02876, 0.005
1130, 0.02622, 0.005
1140, 0.02901, 0.005
1150, 0.02462, 0.005
1160, 0.02773, 0.005
1170, 0.02790, 0.005
1180, 0.02463, 0.005
1190, 0.02350, 0.005
1200, 0.03002, 0.005
1210, 0.02412, 0.005
1220, 0.02696, 0.005
1230, 0.02762, 0.005
1240, 0.02956, 0.005
1250, 0.02789, 0.005
1260, 0.02407, 0.005
1270, 0.02587, 0.005
1280, 0.02688, 0.005
1290, 0.02557, 0.005
1300, 0.03027, 0.005
1310, 0.02518, 0.005
1320, 0.02651, 0.005
1330, 0.02856, 0.005
1340, 0.02677, 0.005
1350, 0.02256, 0.005
1360, 0.02778, 0.005
1370, 0.02585, 0.005
1380, 0.02442, 0.005
1390, 0.02371, 0.005
1400, 0.02436, 0.005
1410, 0.02399, 0.005
1420, 0.02756, 0.005
1430, 0.02427, 0.005
1440, 0.02640, 0.005
1450, 0.02466, 0.005
1460, 0.02237, 0.005
1470, 0.02390, 0.005
1480, 0.02510, 0.005
1490, 0.02503, 0.005
1500, 0.02424, 0.005
1510, 0.02762, 0.005
1520, 0.02324, 0.005
1530, 0.02645, 0.005
1540, 0.02346, 0.005
