424510, 0.00467, 0.005
424520, 0.00740, 0.005
424530, 0.00811, 0.005
424540, 0.00263, 0.005
424550, 0.00418, 0.005
424560, 0.00750, 0.005
424570, 0.00313, 0.005
424580, 0.00594, 0.005
424590, 0.00635, 0.005
424600, 0.00437, 0.005
424610, 0.00618, 0.005
424620, 0.00266, 0.005
424630, 0.00422, 0.005
424640, 0.00729, 0.005
424650, 0.00826, 0.005
424660, 0.00732, 0.005
424670, 0.00627, 0.005
424680, 0.00756, 0.005
424690, 0.00574, 0.005
424700, 0.00622, 0.005
424710, 0.00325, 0.005
424720, 0.00223, 0.005
424730, 0.00419, 0.005
424740, 0.00830, 0.005
424750, 0.00972, 0.005
424760, 0.00770, 0.005
424770, 0.00557, 0.005
424780, 0.00802, 0.005
424790, 0.00467, 0.005
424800, 0.00841, 0.005
424810, 0.00479, 0.005
424820, 0.00762, 0.005
424830, 0.00792, 0.005
424840, 0.00625, 0.005
424850, 0.00681, 0.005
424860, 0.00652, 0.005
424870, 0.00625, 0.005
424880, 0.00596, 0.005
424890, 0.00508, 0.005
424900, 0.00378, 0.005
424910, 0.00698, 0.005
424920, 0.00642, 0.005
424930, 0.00512, 0.005
424940, 0.00753, 0.005
424950, 0.00958, 0.005
424960, 0.00772, 0.005
424970, 0.00858, 0.005
424980, 0.00474, 0.005
424990, 0.00463, 0.005
425000, 0.00617, 0.005
425010, 0.00343, 0.005
425020, 0.00381, 0.005
425030, 0.00686, 0.005
425040, 0.00396, 0.005
425050, 0.00697, 0.005
425060, 0.00349, 0.005
425070, 0.00802, 0.005
425080, 0.00733, 0.005
425090, 0.00764, 0.005
425100, 0.00654, 0.005
425110, 0.00682, 0.005
425120, 0.00538, 0.005
425130, 0.00389, 0.005
425140, 0.00611, 0.005
425150, 0.00359, 0.005
425160, 0.00503, 0.005
425170, 0.00490, 0.005
425180, 0.00664, 0.005
425190, 0.00704, 0.005
425200, 0.00502, 0.005
425210, 0.00280, 0.005
425220, 0.00561, 0.005
425230, 0.00458, 0.005
425240, 0.00593, 0.005
425250, 0.00429, 0.005
425260, 0.00196, 0.005
425270, 0.00699, 0.005
425280, 0.00512, 0.005
425290, 0.00538, 0.005
425300, 0.00317, 0.005
425310, 0.00842, 0.005
425320, 0.00523, 0.005
425330, 0.00506, 0.005
425340, 0.00720, 0.005
425350, 0.00285, 0.005
425360, 0.00502, 0.005
425370, 0.00763, 0.005
425380, 0.00486, 0.005
425390, 0.00729, 0.005
425400, 0.00809, 0.005
425410, 0.00331, 0.005
425420, 0.00385, 0.005
425430, 0.00398, 0.005
425440, 0.00513, 0.005
425450, 0.00562, 0.005
425460, 0.00466, 0.005
425470, 0.00559, 0.005
425480, 0.00806, 0.005
425490, 0.00283, 0.005
425500, 0.00281, 0.005
425510, 0.00439, 0.005
425520, 0.00946, 0.005
425530, 0.00316, 0.005
425540, 0.00620, 0.005
425550, 0.00737, 0.005
425560, 0.00418, 0.005
425570, 0.00254, 0.005
425580, 0.00396, 0.005
425590, 0.00641, 0.005
425600, 0.00420, 0.005
425610, 0.00490, 0.005
425620, 0.00755, 0.005
425630, 0.00524, 0.005
425640, 0.00812, 0.005
425650, 0.00681, 0.005
425660, 0.00710, 0.005
425670, 0.00522, 0.005
425680, 0.00357, 0.005
425690, 0.00626, 0.005
425700, 0.00557, 0.005
425710, 0.00508, 0.005
425720, 0.00352, 0.005
425730, 0.00488, 0.005
425740, 0.00418, 0.005
425750, 0.00609, 0.005
425760, 0.00564, 0.005
425770, 0.00600, 0.005
425780, 0.00694, 0.005
425790, 0.00453, 0.005
425800, 0.00448, 0.005
425810, 0.00463, 0.005
425820, 0.00693, 0.005
425830, 0.00253, 0.005
425840, 0.00416, 0.005
425850, 0.00569, 0.005
425860, 0.00569, 0.005
425870, 0.00669, 0.005
425880, 0.00497, 0.005
425890, 0.00352, 0.005
425900, 0.00294, 0.005
425910, 0.00438, 0.005
425920, 0.00239, 0.005
425930, 0.00309, 0.005
425940, 0.00446, 0.005
425950, 0.00602, 0.005
425960, 0.00734, 0.005
425970, 0.00364, 0.005
425980, 0.00620, 0.005
425990, 0.00677, 0.005
426000, 0.00452, 0.005
426010, 0.00486, 0.005
426020, 0.00463, 0.005
426030, 0.00464, 0.005
426040, 0.00556, 0.005
426050, 0.00769, 0.005
426060, 0.00448, 0.005
426070, 0.00516, 0.005
426080, 0.00441, 0.005
426090, 0.00318, 0.005
426100, 0.00561, 0.005
426110, 0.00602, 0.005
426120, 0.00467, 0.005
426130, 0.00933, 0.005
426140, 0.00466, 0.005
426150, 0.00489, 0.005
426160, 0.00246, 0.005
426170, 0.01014, 0.005
426180, 0.00670, 0.005
426190, 0.00714, 0.005
426200, 0.00683, 0.005
426210, 0.00487, 0.005
426220, 0.00196, 0.005
426230, 0.00850, 0.005
426240, 0.00314, 0.005
426250, 0.00786, 0.005
426260, 0.00460, 0.005
426270, 0.00292, 0.005
426280, 0.00540, 0.005
426290, 0.00499, 0.005
426300, 0.00416, 0.005
426310, 0.00288, 0.005
426320, 0.00550, 0.005
426330, 0.00313, 0.005
426340, 0.00943, 0.005
426350, 0.00508, 0.005
426360, 0.00273, 0.005
426370, 0.00521, 0.005
426380, 0.00524, 0.005
426390, 0.00862, 0.005
426400, 0.00440, 0.005
426410, 0.00650, 0.005
426420, 0.00658, 0.005
426430, 0.00732, 0.005
426440, 0.00379, 0.005
426450, 0.00497, 0.005
426460, 0.00432, 0.005
426470, 0.00582, 0.005
426480, 0.00327, 0.005
426490, 0.00375, 0.005
426500, 0.00462, 0.005
426510, 0.00530, 0.005
426520, 0.00311, 0.005
426530, 0.00382, 0.005
426540, 0.00577, 0.005
426550, 0.00548, 0.005
426560, 0.00484, 0.005
426570, 0.00444, 0.005
426580, 0.00463, 0.005
426590, 0.00466, 0.005
426600, 0.00588, 0.005
426610, 0.00400, 0.005
426620, 0.00321, 0.005
426630, 0.00334, 0.005
426640, 0.00465, 0.005
426650, 0.00420, 0.005
426660, 0.00388, 0.005
426670, 0.00692, 0.005
426680, 0.00261, 0.005
426690, 0.00372, 0.005
426700, 0.00554, 0.005
426710, 0.00281, 0.005
426720, 0.00566, 0.005
426730, 0.00500, 0.005
426740, 0.00406, 0.005
426750, 0.00308, 0.005
426760, 0.00555, 0.005
426770, 0.00602, 0.005
426780, 0.00459, 0.005
426790, 0.00172, 0.005
426800, 0.00620, 0.005
426810, 0.00354, 0.005
426820, 0.00315, 0.005
426830, 0.00566, 0.005
426840, 0.00456, 0.005
426850, 0.00392, 0.005
426860, 0.00684, 0.005
426870, 0.00687, 0.005
426880, 0.00684, 0.005
426890, 0.00445, 0.005
426900, 0.00463, 0.005
426910, 0.00314, 0.005
426920, 0.00566, 0.005
426930, 0.00616, 0.005
426940, 0.00304, 0.005
426950, 0.00518, 0.005
426960, 0.00637, 0.005
426970, 0.00404, 0.005
426980, 0.00367, 0.005
426990, 0.00271, 0.005
427000, 0.00481, 0.005
427010, 0.00607, 0.005
427020, 0.00481, 0.005
427030, 0.00270, 0.005
427040, 0.00540, 0.005
427050, 0.00481, 0.005
427060, 0.00554, 0.005
427070, 0.00221, 0.005
427080, 0.00762, 0.005
427090, 0.00580, 0.005
427100, 0.00724, 0.005
427110, 0.00345, 0.005
427120, 0.00447, 0.005
427130, 0.00399, 0.005
427140, 0.00429, 0.005
427150, 0.00598, 0.005
427160, 0.00205, 0.005
427170, 0.00693, 0.005
427180, 0.00454, 0.005
427190, 0.00278, 0.005
427200, 0.00444, 0.005
427210, 0.00443, 0.005
427220, 0.00512, 0.005
427230, 0.00546, 0.005
427240, 0.00470, 0.005
427250, 0.00520, 0.005
427260, 0.00465, 0.005
427270, 0.00770, 0.005
427280, 0.00432, 0.005
427290, 0.00590, 0.005
427300, 0.00542, 0.005
427310, 0.00532, 0.005
427320, 0.00438, 0.005
427330, 0.00697, 0.005
427340, 0.00389, 0.005
427350, 0.00761, 0.005
427360, 0.00545, 0.005
427370, 0.00348, 0.005
427380, 0.00650, 0.005
427390, 0.00578, 0.005
427400, 0.00482, 0.005
427410, 0.00571, 0.005
427420, 0.00570, 0.005
427430, 0.00630, 0.005
427440, 0.00680, 0.005
427450, 0.00350, 0.005
427460, 0.00336, 0.005
427470, 0.00644, 0.005
427480, 0.00459, 0.005
427490, 0.00348, 0.005
427500, 0.00342, 0.005
427510, 0.00306, 0.005
427520, 0.00614, 0.005
427530, 0.00152, 0.005
427540, 0.00349, 0.005
427550, 0.00631, 0.005
427560, 0.00366, 0.005
427570, 0.00564, 0.005
427580, 0.00330, 0.005
427590, 0.00676, 0.005
427600, 0.00530, 0.005
427610, 0.00331, 0.005
427620, 0.00590, 0.005
427630, 0.00469, 0.005
427640, 0.00504, 0.005
427650, 0.00612, 0.005
427660, 0.00391, 0.005
427670, 0.00408, 0.005
427680, 0.00367, 0.005
427690, 0.00570, 0.005
427700, 0.00623, 0.005
427710, 0.00222, 0.005
427720, 0.00608, 0.005
427730, 0.00450, 0.005
